id,tag,csn,Choicesituation,Scenario,Block,CS,Choice_,ASCsq,straealt,distanzalt,haufigkeitalt,parkenalt,freizeitalt,bvgalt,Abgeschlossen,LetzteSeite,Datumgestartet,DatumletzteAktivitt,WiealtsindSieinJahren,WielangelebenSiebereitsinB,WasistIhrePostleitzahl,Beruf_Sonst,WasstudierenSie,WasstudierenSieSonstiges,WieweitistdienchsteHaltest,WennjawievielwrdenSieeinm,Geschlecht,Beruf,Transportm,WiehufignutzenSieffentlich,WiekommenSiezurArbeitStud,WievielGeldstehtIhnenmonatli,SindSiegrundstzlichbereitf,WrenSiebereitsichfrdasP,WelcheParteihabenSiebeider,LebenminderjhrigeKinderinIh,WohnenSieinnerhalboderauerh,BesitzenSieeinFahrrad,BesitzenSieeinAuto,_merge
3,0,4,17,2,4,Konzept A,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,wie heute,deutlich häufiger,wie heute,20% mehr Freizeitflächen,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,4,17,3,4,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,using only (2)
3,0,5,22,1,4,Konzept B,0,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,häufiger,bewachter Parkplatz vorhanden,20% mehr Freizeitflächen,75% günstiger,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,5,22,2,4,Konzept B,1,0,Separates autofreies Straßennetz für Fahrradfahrer,wie heute,wie heute,wie heute,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,5,22,3,4,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,using only (2)
3,0,6,23,1,4,Konzept A,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% günstiger,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,6,23,2,4,Konzept A,0,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,wie heute,wie heute,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,6,23,3,4,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,using only (2)
3,0,7,29,1,4,Konzept B,0,0,Separates autofreies Straßennetz für Fahrradfahrer,wie heute,deutlich häufiger,unbewachter Parkplatz vorhanden,20% mehr Freizeitflächen,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,7,29,2,4,Konzept B,1,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% günstiger,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,7,29,3,4,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,using only (2)
3,0,8,34,1,4,Konzept A,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,wie heute,kostenfrei,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,8,34,2,4,Konzept A,0,0,wie heute,3 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,wie heute,50% günstiger,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,8,34,3,4,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,using only (2)
3,0,9,35,1,4,Konzept B,0,0,wie heute,6 Minuten,wie heute,wie heute,20% mehr Freizeitflächen,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,9,35,2,4,Konzept B,1,0,wie heute,wie heute,deutlich häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,matched (3)
3,0,9,35,3,4,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:14:47,44,2014-07-08 10:06:57,2014-07-08 10:14:47,28.0,9.0,12059.0,,Sonstiges,Philosophie,2,1000.0,männlich,Student_in,ÖPNV,täglich,Fahrrad,800 - 1500 ,Ja,Ja,Grüne,Nein,innerhalb,Ja,Nein,using only (2)
4,1,10,1,1,1,Konzept A,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,wie heute,bewachter Parkplatz vorhanden,20% mehr Freizeitflächen,wie heute,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,10,1,2,1,Konzept A,0,0,wie heute,3 Minuten,häufiger,wie heute,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,10,1,3,1,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,11,6,1,1,Konzept B,0,0,wie heute,wie heute,wie heute,unbewachter Parkplatz vorhanden,20% mehr Freizeitflächen,wie heute,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,11,6,2,1,Konzept B,1,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,deutlich häufiger,wie heute,wie heute,50% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,11,6,3,1,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,12,7,1,1,Konzept B,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,wie heute,häufiger,wie heute,wie heute,50% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,12,7,2,1,Konzept B,1,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,deutlich häufiger,wie heute,20% mehr Freizeitflächen,wie heute,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,12,7,3,1,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,13,13,1,1,Konzept B,0,0,wie heute,wie heute,häufiger,unbewachter Parkplatz vorhanden,wie heute,25% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,13,13,2,1,Konzept B,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,wie heute,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,13,13,3,1,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,14,18,1,1,Konzept B,0,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,häufiger,wie heute,wie heute,25% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,14,18,2,1,Konzept B,1,0,wie heute,wie heute,häufiger,unbewachter Parkplatz vorhanden,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,14,18,3,1,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,15,19,1,1,Konzept A,1,0,wie heute,3 Minuten,deutlich häufiger,bewachter Parkplatz vorhanden,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,15,19,2,1,Konzept A,0,0,wie heute,6 Minuten,häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,15,19,3,1,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,16,25,1,1,Konzept B,0,0,Separates autofreies Straßennetz für Fahrradfahrer,3 Minuten,deutlich häufiger,wie heute,40% mehr Freizeitflächen,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,16,25,2,1,Konzept B,1,0,Separates autofreies Straßennetz für Fahrradfahrer,wie heute,deutlich häufiger,bewachter Parkplatz vorhanden,wie heute,50% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,16,25,3,1,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,17,30,1,1,Konzept B,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,deutlich häufiger,bewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,17,30,2,1,Konzept B,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,wie heute,bewachter Parkplatz vorhanden,40% mehr Freizeitflächen,75% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,17,30,3,1,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
4,0,18,31,1,1,Konzept A,1,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,wie heute,unbewachter Parkplatz vorhanden,20% mehr Freizeitflächen,kostenfrei,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,18,31,2,1,Konzept A,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,wie heute,wie heute,bewachter Parkplatz vorhanden,wie heute,25% günstiger,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,matched (3)
4,0,18,31,3,1,Konzept A,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 10:18:06,44,2014-07-08 10:07:38,2014-07-08 10:18:06,27.0,6.0,10997.0,,keine Angabe,,5,300.0,weiblich,Student_in,Fahrrad,mehrmals in der Woche,Fahrrad,unter 800 ,Ja,Nein,Die Linke,Ja,innerhalb,Ja,Nein,using only (2)
6,1,19,3,1,2,Konzept B,0,0,Es gibt überall Fahrradwege neben der Fahrbahn,3 Minuten,häufiger,bewachter Parkplatz vorhanden,20% mehr Freizeitflächen,50% günstiger,2014-07-08 13:40:00,44,2014-07-08 10:07:44,2014-07-08 13:40:00,22.0,3.0,10315.0,,,,1,,männlich,berufstätig,ÖPNV,täglich,Fahrrad,800 - 1500 ,Nein,Ja,Andere,Nein,außerhalb,Ja,Nein,matched (3)
6,0,19,3,2,2,Konzept B,1,0,Es gibt überall Fahrradwege neben der Fahrbahn,6 Minuten,deutlich häufiger,unbewachter Parkplatz vorhanden,wie heute,25% günstiger,2014-07-08 13:40:00,44,2014-07-08 10:07:44,2014-07-08 13:40:00,22.0,3.0,10315.0,,,,1,,männlich,berufstätig,ÖPNV,täglich,Fahrrad,800 - 1500 ,Nein,Ja,Andere,Nein,außerhalb,Ja,Nein,matched (3)
6,0,19,3,3,2,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 13:40:00,44,2014-07-08 10:07:44,2014-07-08 13:40:00,22.0,3.0,10315.0,,,,1,,männlich,berufstätig,ÖPNV,täglich,Fahrrad,800 - 1500 ,Nein,Ja,Andere,Nein,außerhalb,Ja,Nein,using only (2)
6,0,20,4,1,2,Konzept B,0,0,Separates autofreies Straßennetz für Fahrradfahrer,6 Minuten,häufiger,unbewachter Parkplatz vorhanden,40% mehr Freizeitflächen,25% teurer,2014-07-08 13:40:00,44,2014-07-08 10:07:44,2014-07-08 13:40:00,22.0,3.0,10315.0,,,,1,,männlich,berufstätig,ÖPNV,täglich,Fahrrad,800 - 1500 ,Nein,Ja,Andere,Nein,außerhalb,Ja,Nein,matched (3)
6,0,20,4,2,2,Konzept B,1,0,wie heute,6 Minuten,häufiger,wie heute,wie heute,wie heute,2014-07-08 13:40:00,44,2014-07-08 10:07:44,2014-07-08 13:40:00,22.0,3.0,10315.0,,,,1,,männlich,berufstätig,ÖPNV,täglich,Fahrrad,800 - 1500 ,Nein,Ja,Andere,Nein,außerhalb,Ja,Nein,matched (3)
6,0,20,4,3,2,Konzept B,0,1,wie heute,wie heute,wie heute,wie heute,wie heute,25% teurer,2014-07-08 13:40:00,44,2014-07-08 10:07:44,2014-07-08 13:40:00,22.0,3.0,10315.0,,,,1,,männlich,berufstätig,ÖPNV,täglich,Fahrrad,800 - 1500 ,Nein,Ja,Andere,Nein,außerhalb,Ja,Nein,using only (2)
