RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a2_x1,a2_x2,a2_x3,a2_x4,a3_x1,a3_x2,a3_x3,a3_x4
109268,4,6,6,2,3,2,1,2,1,3,2,3,1,1,1,1
109268,8,1,1,2,2,3,1,3,3,1,2,4,1,1,1,1
109268,6,3,3,1,2,1,3,2,3,2,1,3,1,1,1,1
109268,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
109268,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
109268,13,8,8,1,3,3,2,5,1,1,3,6,1,1,1,1
109268,5,7,7,2,1,3,2,2,2,1,3,3,1,1,1,1
109272,15,7,7,2,2,2,1,5,3,3,2,6,1,1,1,1
109272,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
109272,10,2,2,2,2,1,2,4,3,2,3,5,1,1,1,1
109272,18,8,8,2,1,2,2,6,2,3,3,1,1,1,1,1
109272,9,1,1,2,3,1,2,3,1,2,3,4,1,1,1,1
109272,14,3,3,1,1,1,3,5,2,2,1,6,1,1,1,1
109272,16,6,6,1,2,3,3,6,3,1,1,1,1,1,1,1
109272,1,9,9,2,1,1,1,1,2,2,2,2,1,1,1,1
109272,11,4,4,1,3,2,3,4,1,3,1,5,1,1,1,1
109296,2,3,3,1,2,2,2,1,3,3,3,2,1,1,1,1
109296,15,1,1,3,2,2,1,5,3,3,2,6,1,1,1,1
109296,8,5,5,1,2,3,1,3,3,1,2,4,1,1,1,1
109296,3,8,8,3,3,3,3,1,1,1,1,2,1,1,1,1
109296,10,7,7,3,2,1,2,4,3,2,3,5,1,1,1,1
109296,7,2,2,3,1,2,3,3,2,3,1,4,1,1,1,1
109296,12,4,4,3,1,3,1,4,2,1,2,5,1,1,1,1
109296,13,9,9,3,3,3,2,5,1,1,3,6,1,1,1,1
109296,4,6,6,1,3,2,1,2,1,3,2,3,1,1,1,1
109312,9,3,3,1,3,1,2,3,1,2,3,4,1,1,1,1
109312,16,1,1,2,2,3,3,6,3,1,1,1,1,1,1,1
109312,1,8,8,1,1,1,1,1,2,2,2,2,1,1,1,1
109312,5,2,2,1,1,3,2,2,2,1,3,3,1,1,1,1
109312,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
109312,18,7,7,2,1,2,2,6,2,3,3,1,1,1,1,1
109312,8,9,9,1,2,3,1,3,3,1,2,4,1,1,1,1
109312,11,4,4,3,3,2,3,4,1,3,1,5,1,1,1,1
109312,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
109315,10,4,4,3,2,1,2,4,3,2,3,5,1,1,1,1
109315,14,9,9,3,1,1,3,5,2,2,1,6,1,1,1,1
109315,7,6,6,3,1,2,3,3,2,3,1,4,1,1,1,1
109315,2,3,3,3,2,2,2,1,3,3,3,2,1,1,1,1
109315,3,1,1,3,3,3,3,1,1,1,1,2,1,1,1,1
109315,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
109315,13,8,8,3,3,3,2,5,1,1,3,6,1,1,1,1
109315,12,2,2,3,1,3,1,4,2,1,2,5,1,1,1,1
109315,5,5,5,3,1,3,2,2,2,1,3,3,1,1,1,1
109439,17,8,8,3,3,1,1,6,1,2,2,1,1,1,1,1
109439,9,5,5,3,3,1,2,3,1,2,3,4,1,1,1,1
109439,6,2,2,3,2,1,3,2,3,2,1,3,1,1,1,1
109439,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
109439,4,1,1,3,3,2,1,2,1,3,2,3,1,1,1,1
109439,16,3,3,3,2,3,3,6,3,1,1,1,1,1,1,1
109439,18,6,6,3,1,2,2,6,2,3,3,1,1,1,1,1
109439,13,9,9,3,3,3,2,5,1,1,3,6,1,1,1,1
109439,15,4,4,3,2,2,1,5,3,3,2,6,1,1,1,1
109441,16,1,1,2,2,3,3,6,3,1,1,1,1,1,1,1
109441,10,3,3,2,2,1,2,4,3,2,3,5,1,1,1,1
109441,8,8,8,1,2,3,1,3,3,1,2,4,1,1,1,1
109441,6,5,5,2,2,1,3,2,3,2,1,3,1,1,1,1
109441,18,2,2,2,1,2,2,6,2,3,3,1,1,1,1,1
109441,7,7,7,2,1,2,3,3,2,3,1,4,1,1,1,1
109441,1,4,4,2,1,1,1,1,2,2,2,2,1,1,1,1
109441,3,9,9,1,3,3,3,1,1,1,1,2,1,1,1,1
109441,2,6,6,1,2,2,2,1,3,3,3,2,1,1,1,1
109465,11,6,6,3,3,2,3,4,1,3,1,5,1,1,1,1
109465,4,4,4,2,3,2,1,2,1,3,2,3,1,1,1,1
109465,13,9,9,3,3,3,2,5,1,1,3,6,1,1,1,1
109465,5,2,2,1,1,3,2,2,2,1,3,3,1,1,1,1
109465,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
109465,1,8,8,2,1,1,1,1,2,2,2,2,1,1,1,1
109465,15,5,5,1,2,2,1,5,3,3,2,6,1,1,1,1
109465,12,1,1,1,1,3,1,4,2,1,2,5,1,1,1,1
109465,9,3,3,2,3,1,2,3,1,2,3,4,1,1,1,1
109469,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
109469,17,9,9,2,3,1,1,6,1,2,2,1,1,1,1,1
109469,15,4,4,2,2,2,1,5,3,3,2,6,1,1,1,1
109469,16,2,2,1,2,3,3,6,3,1,1,1,1,1,1,1
109469,12,7,7,1,1,3,1,4,2,1,2,5,1,1,1,1
109469,8,5,5,1,2,3,1,3,3,1,2,4,1,1,1,1
109469,18,8,8,2,1,2,2,6,2,3,3,1,1,1,1,1
109469,4,1,1,2,3,2,1,2,1,3,2,3,1,1,1,1
109469,7,3,3,2,1,2,3,3,2,3,1,4,1,1,1,1
109476,5,2,2,3,1,3,2,2,2,1,3,3,1,1,1,1
109476,6,5,5,3,2,1,3,2,3,2,1,3,1,1,1,1
109476,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
109476,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
109476,8,3,3,3,2,3,1,3,3,1,2,4,1,1,1,1
109476,3,1,1,3,3,3,3,1,1,1,1,2,1,1,1,1
109476,4,6,6,3,3,2,1,2,1,3,2,3,1,1,1,1
109476,2,4,4,3,2,2,2,1,3,3,3,2,1,1,1,1
109476,12,9,9,3,1,3,1,4,2,1,2,5,1,1,1,1
109481,10,4,4,3,2,1,2,4,3,2,3,5,1,1,1,1
109481,3,9,9,3,3,3,3,1,1,1,1,2,1,1,1,1
109481,4,6,6,3,3,2,1,2,1,3,2,3,1,1,1,1
109481,2,3,3,3,2,2,2,1,3,3,3,2,1,1,1,1
109481,9,1,1,3,3,1,2,3,1,2,3,4,1,1,1,1
109481,11,5,5,3,3,2,3,4,1,3,1,5,1,1,1,1
109481,18,7,7,3,1,2,2,6,2,3,3,1,1,1,1,1
109481,15,8,8,3,2,2,1,5,3,3,2,6,1,1,1,1
109481,1,2,2,3,1,1,1,1,2,2,2,2,1,1,1,1
109478,15,4,4,3,2,2,1,5,3,3,2,6,1,1,1,1
109478,6,9,9,3,2,1,3,2,3,2,1,3,1,1,1,1
109478,9,6,6,3,3,1,2,3,1,2,3,4,1,1,1,1
109478,18,3,3,3,1,2,2,6,2,3,3,1,1,1,1,1
109478,14,1,1,3,1,1,3,5,2,2,1,6,1,1,1,1
109478,5,8,8,3,1,3,2,2,2,1,3,3,1,1,1,1
109478,7,2,2,3,1,2,3,3,2,3,1,4,1,1,1,1
109478,16,7,7,3,2,3,3,6,3,1,1,1,1,1,1,1
109478,17,5,5,3,3,1,1,6,1,2,2,1,1,1,1,1
109474,13,7,7,3,3,3,2,5,1,1,3,6,1,1,1,1
109474,16,8,8,2,2,3,3,6,3,1,1,1,1,1,1,1
109474,11,5,5,3,3,2,3,4,1,3,1,5,1,1,1,1
109474,5,2,2,1,1,3,2,2,2,1,3,3,1,1,1,1
109474,10,3,3,3,2,1,2,4,3,2,3,5,1,1,1,1
109474,9,1,1,1,3,1,2,3,1,2,3,4,1,1,1,1
109474,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
109474,1,9,9,3,1,1,1,1,2,2,2,2,1,1,1,1
109474,6,4,4,2,2,1,3,2,3,2,1,3,1,1,1,1
109483,13,2,2,1,3,3,2,5,1,1,3,6,1,1,1,1
109483,5,8,8,2,1,3,2,2,2,1,3,3,1,1,1,1
109483,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
109483,1,7,7,2,1,1,1,1,2,2,2,2,1,1,1,1
109483,7,1,1,1,1,2,3,3,2,3,1,4,1,1,1,1
109483,12,3,3,2,1,3,1,4,2,1,2,5,1,1,1,1
109483,14,6,6,1,1,1,3,5,2,2,1,6,1,1,1,1
109483,6,9,9,1,2,1,3,2,3,2,1,3,1,1,1,1
109483,8,4,4,2,2,3,1,3,3,1,2,4,1,1,1,1
109487,11,6,6,3,3,2,3,4,1,3,1,5,1,1,1,1
109487,10,4,4,3,2,1,2,4,3,2,3,5,1,1,1,1
109487,12,9,9,3,1,3,1,4,2,1,2,5,1,1,1,1
109487,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
109487,7,5,5,1,1,2,3,3,2,3,1,4,1,1,1,1
109487,18,8,8,3,1,2,2,6,2,3,3,1,1,1,1,1
109487,2,2,2,3,2,2,2,1,3,3,3,2,1,1,1,1
109487,16,3,3,2,2,3,3,6,3,1,1,1,1,1,1,1
109487,3,1,1,1,3,3,3,1,1,1,1,2,1,1,1,1
109492,10,7,7,3,2,1,2,4,3,2,3,5,1,1,1,1
109492,13,2,2,3,3,3,2,5,1,1,3,6,1,1,1,1
109492,2,8,8,2,2,2,2,1,3,3,3,2,1,1,1,1
109492,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
109492,4,1,1,2,3,2,1,2,1,3,2,3,1,1,1,1
109492,9,3,3,1,3,1,2,3,1,2,3,4,1,1,1,1
109492,7,6,6,1,1,2,3,3,2,3,1,4,1,1,1,1
109492,15,4,4,3,2,2,1,5,3,3,2,6,1,1,1,1
109492,6,9,9,2,2,1,3,2,3,2,1,3,1,1,1,1
109494,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
109494,8,8,8,1,2,3,1,3,3,1,2,4,1,1,1,1
109494,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
109494,13,2,2,1,3,3,2,5,1,1,3,6,1,1,1,1
109494,14,1,1,2,1,1,3,5,2,2,1,6,1,1,1,1
109494,15,3,3,1,2,2,1,5,3,3,2,6,1,1,1,1
109494,6,6,6,2,2,1,3,2,3,2,1,3,1,1,1,1
109494,12,9,9,3,1,3,1,4,2,1,2,5,1,1,1,1
109494,4,4,4,1,3,2,1,2,1,3,2,3,1,1,1,1
109514,10,9,9,3,2,1,2,4,3,2,3,5,1,1,1,1
109514,1,4,4,3,1,1,1,1,2,2,2,2,1,1,1,1
109514,11,6,6,3,3,2,3,4,1,3,1,5,1,1,1,1
109514,4,3,3,3,3,2,1,2,1,3,2,3,1,1,1,1
109514,13,1,1,3,3,3,2,5,1,1,3,6,1,1,1,1
109514,18,8,8,3,1,2,2,6,2,3,3,1,1,1,1,1
109514,9,5,5,3,3,1,2,3,1,2,3,4,1,1,1,1
109514,3,7,7,3,3,3,3,1,1,1,1,2,1,1,1,1
109514,14,2,2,3,1,1,3,5,2,2,1,6,1,1,1,1
109517,6,9,9,1,2,1,3,2,3,2,1,3,1,1,1,1
109517,7,4,4,3,1,2,3,3,2,3,1,4,1,1,1,1
109517,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
109517,5,1,1,1,1,3,2,2,2,1,3,3,1,1,1,1
109517,16,3,3,2,2,3,3,6,3,1,1,1,1,1,1,1
109517,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
109517,14,8,8,3,1,1,3,5,2,2,1,6,1,1,1,1
109517,9,7,7,1,3,1,2,3,1,2,3,4,1,1,1,1
109517,15,2,2,3,2,2,1,5,3,3,2,6,1,1,1,1
109519,4,2,2,3,3,2,1,2,1,3,2,3,1,1,1,1
109519,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
109519,13,7,7,3,3,3,2,5,1,1,3,6,1,1,1,1
109519,17,5,5,3,3,1,1,6,1,2,2,1,1,1,1,1
109519,10,3,3,3,2,1,2,4,3,2,3,5,1,1,1,1
109519,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1
109519,5,6,6,1,1,3,2,2,2,1,3,3,1,1,1,1
109519,12,9,9,3,1,3,1,4,2,1,2,5,1,1,1,1
109519,2,4,4,2,2,2,2,1,3,3,3,2,1,1,1,1
109532,8,2,2,1,2,3,1,3,3,1,2,4,1,1,1,1
109532,5,7,7,1,1,3,2,2,2,1,3,3,1,1,1,1
109532,16,5,5,2,2,3,3,6,3,1,1,1,1,1,1,1
109532,9,8,8,1,3,1,2,3,1,2,3,4,1,1,1,1
109532,18,3,3,2,1,2,2,6,2,3,3,1,1,1,1,1
109532,7,1,1,1,1,2,3,3,2,3,1,4,1,1,1,1
109532,6,6,6,2,2,1,3,2,3,2,1,3,1,1,1,1
109532,15,4,4,3,2,2,1,5,3,3,2,6,1,1,1,1
109532,1,9,9,2,1,1,1,1,2,2,2,2,1,1,1,1
109561,7,2,2,3,1,2,3,3,2,3,1,4,1,1,1,1
109561,4,7,7,3,3,2,1,2,1,3,2,3,1,1,1,1
109561,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
109561,14,8,8,3,1,1,3,5,2,2,1,6,1,1,1,1
109561,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1
109561,13,1,1,3,3,3,2,5,1,1,3,6,1,1,1,1
109561,17,6,6,3,3,1,1,6,1,2,2,1,1,1,1,1
109561,10,4,4,3,2,1,2,4,3,2,3,5,1,1,1,1
109561,18,9,9,3,1,2,2,6,2,3,3,1,1,1,1,1
109571,2,5,5,1,2,2,2,1,3,3,3,2,1,1,1,1
109571,4,8,8,1,3,2,1,2,1,3,2,3,1,1,1,1
109571,8,2,2,3,2,3,1,3,3,1,2,4,1,1,1,1
109571,18,7,7,3,1,2,2,6,2,3,3,1,1,1,1,1
109571,15,1,1,3,2,2,1,5,3,3,2,6,1,1,1,1
109571,16,3,3,2,2,3,3,6,3,1,1,1,1,1,1,1
109571,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
109571,11,4,4,1,3,2,3,4,1,3,1,5,1,1,1,1
109571,9,9,9,1,3,1,2,3,1,2,3,4,1,1,1,1
109582,11,1,1,3,3,2,3,4,1,3,1,5,1,1,1,1
109582,2,3,3,1,2,2,2,1,3,3,3,2,1,1,1,1
109582,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
109582,5,7,7,3,1,3,2,2,2,1,3,3,1,1,1,1
109582,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
109582,3,5,5,1,3,3,3,1,1,1,1,2,1,1,1,1
109582,8,4,4,3,2,3,1,3,3,1,2,4,1,1,1,1
109582,12,9,9,3,1,3,1,4,2,1,2,5,1,1,1,1
109582,15,6,6,3,2,2,1,5,3,3,2,6,1,1,1,1
109740,17,5,5,3,3,1,1,6,1,2,2,1,1,1,1,1
109740,16,2,2,3,2,3,3,6,3,1,1,1,1,1,1,1
109740,5,7,7,1,1,3,2,2,2,1,3,3,1,1,1,1
109740,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
109740,13,1,1,3,3,3,2,5,1,1,3,6,1,1,1,1
109740,6,3,3,3,2,1,3,2,3,2,1,3,1,1,1,1
109740,2,6,6,3,2,2,2,1,3,3,3,2,1,1,1,1
109740,7,4,4,1,1,2,3,3,2,3,1,4,1,1,1,1
109740,18,9,9,3,1,2,2,6,2,3,3,1,1,1,1,1
109073,7,1,1,,1,2,3,3,2,3,1,4,1,1,1,1
109118,17,1,1,,3,1,1,6,1,2,2,1,1,1,1,1
109192,17,7,7,2,3,1,1,6,1,2,2,1,1,1,1,1
109192,8,5,5,1,2,3,1,3,3,1,2,4,1,1,1,1
109192,11,2,2,1,3,2,3,4,1,3,1,5,1,1,1,1
109192,18,8,8,2,1,2,2,6,2,3,3,1,1,1,1,1
109192,6,1,1,2,2,1,3,2,3,2,1,3,1,1,1,1
109192,9,3,3,1,3,1,2,3,1,2,3,4,1,1,1,1
109192,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
109192,7,4,4,1,1,2,3,3,2,3,1,4,1,1,1,1
109192,2,9,9,2,2,2,2,1,3,3,3,2,1,1,1,1
109279,6,1,1,,2,1,3,2,3,2,1,3,1,1,1,1
109318,17,1,1,,3,1,1,6,1,2,2,1,1,1,1,1
109489,8,1,1,,2,3,1,3,3,1,2,4,1,1,1,1
109496,11,6,6,3,3,2,3,4,1,3,1,5,1,1,1,1
109496,9,4,4,3,3,1,2,3,1,2,3,4,1,1,1,1
109496,3,9,9,3,3,3,3,1,1,1,1,2,1,1,1,1
109496,18,8,8,3,1,2,2,6,2,3,3,1,1,1,1,1
109496,8,2,2,3,2,3,1,3,3,1,2,4,1,1,1,1
109496,5,5,5,3,1,3,2,2,2,1,3,3,1,1,1,1
109496,1,7,7,3,1,1,1,1,2,2,2,2,1,1,1,1
109496,12,1,1,3,1,3,1,4,2,1,2,5,1,1,1,1
109496,16,3,3,3,2,3,3,6,3,1,1,1,1,1,1,1
109768,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
109768,18,9,9,3,1,2,2,6,2,3,3,1,1,1,1,1
109768,7,4,4,3,1,2,3,3,2,3,1,4,1,1,1,1
109768,9,7,7,3,3,1,2,3,1,2,3,4,1,1,1,1
109768,17,2,2,2,3,1,1,6,1,2,2,1,1,1,1,1
109768,11,5,5,3,3,2,3,4,1,3,1,5,1,1,1,1
109768,12,8,8,1,1,3,1,4,2,1,2,5,1,1,1,1
109768,8,1,1,1,2,3,1,3,3,1,2,4,1,1,1,1
109768,6,3,3,3,2,1,3,2,3,2,1,3,1,1,1,1
109783,13,6,6,3,3,3,2,5,1,1,3,6,1,1,1,1
109783,16,9,9,2,2,3,3,6,3,1,1,1,1,1,1,1
109783,4,4,4,2,3,2,1,2,1,3,2,3,1,1,1,1
109783,9,7,7,1,3,1,2,3,1,2,3,4,1,1,1,1
109783,17,8,8,2,3,1,1,6,1,2,2,1,1,1,1,1
109783,14,2,2,2,1,1,3,5,2,2,1,6,1,1,1,1
109783,11,5,5,1,3,2,3,4,1,3,1,5,1,1,1,1
109783,2,3,3,1,2,2,2,1,3,3,3,2,1,1,1,1
109783,8,1,1,1,2,3,1,3,3,1,2,4,1,1,1,1
109841,10,6,6,3,2,1,2,4,3,2,3,5,1,1,1,1
109841,11,4,4,3,3,2,3,4,1,3,1,5,1,1,1,1
109841,18,9,9,2,1,2,2,6,2,3,3,1,1,1,1,1
109841,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
109841,15,8,8,3,2,2,1,5,3,3,2,6,1,1,1,1
109841,1,2,2,3,1,1,1,1,2,2,2,2,1,1,1,1
109841,13,5,5,3,3,3,2,5,1,1,3,6,1,1,1,1
109841,3,1,1,1,3,3,3,1,1,1,1,2,1,1,1,1
109841,5,3,3,3,1,3,2,2,2,1,3,3,1,1,1,1
109859,10,6,6,3,2,1,2,4,3,2,3,5,1,1,1,1
109859,9,4,4,1,3,1,2,3,1,2,3,4,1,1,1,1
109859,3,9,9,2,3,3,3,1,1,1,1,2,1,1,1,1
109859,6,8,8,2,2,1,3,2,3,2,1,3,1,1,1,1
109859,17,7,7,2,3,1,1,6,1,2,2,1,1,1,1,1
109859,8,2,2,1,2,3,1,3,3,1,2,4,1,1,1,1
109859,5,5,5,2,1,3,2,2,2,1,3,3,1,1,1,1
109859,7,3,3,1,1,2,3,3,2,3,1,4,1,1,1,1
109859,2,1,1,2,2,2,2,1,3,3,3,2,1,1,1,1
109885,6,9,9,2,2,1,3,2,3,2,1,3,1,1,1,1
109885,13,4,4,3,3,3,2,5,1,1,3,6,1,1,1,1
109885,18,6,6,2,1,2,2,6,2,3,3,1,1,1,1,1
109885,11,3,3,1,3,2,3,4,1,3,1,5,1,1,1,1
109885,16,1,1,2,2,3,3,6,3,1,1,1,1,1,1,1
109885,12,5,5,1,1,3,1,4,2,1,2,5,1,1,1,1
109885,4,2,2,2,3,2,1,2,1,3,2,3,1,1,1,1
109885,14,8,8,3,1,1,3,5,2,2,1,6,1,1,1,1
109885,5,7,7,1,1,3,2,2,2,1,3,3,1,1,1,1
109911,4,3,3,1,3,2,1,2,1,3,2,3,1,1,1,1
109911,16,1,1,2,2,3,3,6,3,1,1,1,1,1,1,1
109911,8,8,8,3,2,3,1,3,3,1,2,4,1,1,1,1
109911,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
109911,13,7,7,3,3,3,2,5,1,1,3,6,1,1,1,1
109911,11,5,5,3,3,2,3,4,1,3,1,5,1,1,1,1
109911,2,9,9,1,2,2,2,1,3,3,3,2,1,1,1,1
109911,9,4,4,3,3,1,2,3,1,2,3,4,1,1,1,1
109911,10,6,6,3,2,1,2,4,3,2,3,5,1,1,1,1
109936,10,7,7,1,2,1,2,4,3,2,3,5,1,1,1,1
109936,18,5,5,2,1,2,2,6,2,3,3,1,1,1,1,1
109936,16,8,8,2,2,3,3,6,3,1,1,1,1,1,1,1
109936,15,2,2,1,2,2,1,5,3,3,2,6,1,1,1,1
109936,12,3,3,1,1,3,1,4,2,1,2,5,1,1,1,1
109936,7,1,1,2,1,2,3,3,2,3,1,4,1,1,1,1
109936,5,6,6,1,1,3,2,2,2,1,3,3,1,1,1,1
109936,6,9,9,2,2,1,3,2,3,2,1,3,1,1,1,1
109936,17,4,4,2,3,1,1,6,1,2,2,1,1,1,1,1
111610,11,6,6,1,3,2,3,4,1,3,1,5,1,1,1,1
111610,7,9,9,1,1,2,3,3,2,3,1,4,1,1,1,1
111610,18,4,4,2,1,2,2,6,2,3,3,1,1,1,1,1
111610,2,5,5,1,2,2,2,1,3,3,3,2,1,1,1,1
111610,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
111610,17,8,8,2,3,1,1,6,1,2,2,1,1,1,1,1
111610,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
111610,4,3,3,1,3,2,1,2,1,3,2,3,1,1,1,1
111610,8,1,1,1,2,3,1,3,3,1,2,4,1,1,1,1
111622,6,7,7,3,2,1,3,2,3,2,1,3,1,1,1,1
111622,7,8,8,3,1,2,3,3,2,3,1,4,1,1,1,1
111622,12,2,2,3,1,3,1,4,2,1,2,5,1,1,1,1
111622,3,5,5,3,3,3,3,1,1,1,1,2,1,1,1,1
111622,13,3,3,3,3,3,2,5,1,1,3,6,1,1,1,1
111622,9,1,1,3,3,1,2,3,1,2,3,4,1,1,1,1
111622,10,6,6,3,2,1,2,4,3,2,3,5,1,1,1,1
111622,15,4,4,3,2,2,1,5,3,3,2,6,1,1,1,1
111622,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
111669,14,9,9,3,1,1,3,5,2,2,1,6,1,1,1,1
111669,9,4,4,3,3,1,2,3,1,2,3,4,1,1,1,1
111669,5,6,6,3,1,3,2,2,2,1,3,3,1,1,1,1
111669,4,1,1,3,3,2,1,2,1,3,2,3,1,1,1,1
111669,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1
111669,16,2,2,3,2,3,3,6,3,1,1,1,1,1,1,1
111669,17,8,8,3,3,1,1,6,1,2,2,1,1,1,1,1
111669,15,5,5,3,2,2,1,5,3,3,2,6,1,1,1,1
111669,1,7,7,3,1,1,1,1,2,2,2,2,1,1,1,1
112906,2,2,2,2,2,2,2,1,3,3,3,2,1,1,1,1
112906,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
112906,5,8,8,1,1,3,2,2,2,1,3,3,1,1,1,1
112906,15,7,7,3,2,2,1,5,3,3,2,6,1,1,1,1
112906,18,1,1,2,1,2,2,6,2,3,3,1,1,1,1,1
112906,8,3,3,1,2,3,1,3,3,1,2,4,1,1,1,1
112906,9,6,6,1,3,1,2,3,1,2,3,4,1,1,1,1
112906,13,4,4,3,3,3,2,5,1,1,3,6,1,1,1,1
112906,1,9,9,2,1,1,1,1,2,2,2,2,1,1,1,1
109766,8,1,1,1,2,3,1,3,3,1,2,4,1,1,1,1
109766,11,3,3,3,3,2,3,4,1,3,1,5,1,1,1,1
109766,17,2,2,2,3,1,1,6,1,2,2,1,1,1,1,1
109766,18,7,7,3,1,2,2,6,2,3,3,1,1,1,1,1
109766,9,5,5,3,3,1,2,3,1,2,3,4,1,1,1,1
109766,16,8,8,3,2,3,3,6,3,1,1,1,1,1,1,1
109766,3,9,9,3,3,3,3,1,1,1,1,2,1,1,1,1
109766,6,4,4,3,2,1,3,2,3,2,1,3,1,1,1,1
109766,1,6,6,3,1,1,1,1,2,2,2,2,1,1,1,1
109771,7,6,6,3,1,2,3,3,2,3,1,4,1,1,1,1
109771,16,4,4,3,2,3,3,6,3,1,1,1,1,1,1,1
109771,6,9,9,3,2,1,3,2,3,2,1,3,1,1,1,1
109771,12,7,7,3,1,3,1,4,2,1,2,5,1,1,1,1
109771,3,8,8,3,3,3,3,1,1,1,1,2,1,1,1,1
109771,8,2,2,3,2,3,1,3,3,1,2,4,1,1,1,1
109771,15,5,5,3,2,2,1,5,3,3,2,6,1,1,1,1
109771,1,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1
109771,17,1,1,3,3,1,1,6,1,2,2,1,1,1,1,1
109776,5,1,1,,1,3,2,2,2,1,3,3,1,1,1,1
109836,17,6,6,,3,1,1,6,1,2,2,1,1,1,1,1
109836,2,2,2,2,2,2,2,1,3,3,3,2,1,1,1,1
109836,7,5,5,1,1,2,3,3,2,3,1,4,1,1,1,1
109836,6,3,3,1,2,1,3,2,3,2,1,3,1,1,1,1
109836,9,1,1,1,3,1,2,3,1,2,3,4,1,1,1,1
109836,12,4,4,3,1,3,1,4,2,1,2,5,1,1,1,1
109851,15,5,5,,2,2,1,5,3,3,2,6,1,1,1,1
109851,8,2,2,3,2,3,1,3,3,1,2,4,1,1,1,1
109851,14,4,4,3,1,1,3,5,2,2,1,6,1,1,1,1
109851,1,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1
109851,4,1,1,1,3,2,1,2,1,3,2,3,1,1,1,1
109934,3,1,1,,3,3,3,1,1,1,1,2,1,1,1,1
118308,15,1,1,1,2,2,1,5,3,3,2,6,1,1,1,1
118308,2,4,4,2,2,2,2,1,3,3,3,2,1,1,1,1
118308,12,7,7,1,1,3,1,4,2,1,2,5,1,1,1,1
118308,6,3,3,2,2,1,3,2,3,2,1,3,1,1,1,1
118308,7,2,2,1,1,2,3,3,2,3,1,4,1,1,1,1
118308,16,8,8,2,2,3,3,6,3,1,1,1,1,1,1,1
118308,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
118308,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
118308,9,9,9,2,3,1,2,3,1,2,3,4,1,1,1,1
119599,3,3,3,1,3,3,3,1,1,1,1,2,1,1,1,1
119599,5,2,2,2,1,3,2,2,2,1,3,3,1,1,1,1
119599,10,1,1,3,2,1,2,4,3,2,3,5,1,1,1,1
119599,11,4,4,3,3,2,3,4,1,3,1,5,1,1,1,1
119599,18,7,7,2,1,2,2,6,2,3,3,1,1,1,1,1
119599,14,9,9,3,1,1,3,5,2,2,1,6,1,1,1,1
119599,13,6,6,3,3,3,2,5,1,1,3,6,1,1,1,1
119599,12,8,8,3,1,3,1,4,2,1,2,5,1,1,1,1
119599,7,5,5,1,1,2,3,3,2,3,1,4,1,1,1,1
119601,8,9,9,1,2,3,1,3,3,1,2,4,1,1,1,1
119601,15,6,6,3,2,2,1,5,3,3,2,6,1,1,1,1
119601,9,8,8,1,3,1,2,3,1,2,3,4,1,1,1,1
